param                                 mean       std       2.5q       25q       50q       75q      97.5q    mc_err
t_subj(HC.neutral).219            0.110731  0.007985   0.094564  0.105486  0.111141  0.116311    0.12533  0.000232
t_subj(HC.neutral).221            0.265214  0.009776   0.246336  0.257721  0.265478  0.273054   0.282231  0.000361
t_subj(HC.neutral).223            0.197944  0.006116   0.184196  0.194041   0.19845  0.202257   0.208566  0.000215
t_subj(HC.neutral).225            0.229625  0.009948   0.210453  0.222332  0.229897  0.236478    0.24753  0.000384
t_subj(HC.neutral).226            0.161286  0.006741   0.146024  0.157277  0.162113  0.165981   0.172381  0.000212
t_subj(HC.neutral).227            0.109464  0.008425   0.090916   0.10415  0.110262  0.115508   0.123124  0.000262
t_subj(HC.neutral).228            0.221961  0.010385   0.198891  0.215626  0.222801   0.22928   0.239358   0.00037
t_subj(HC.neutral).230            0.120887  0.007466   0.104684  0.116604   0.12132   0.12613    0.13393  0.000269
t_subj(HC.neutral).231            0.138308  0.007476   0.124099  0.133199  0.138026  0.143072   0.153697  0.000216
t_subj(HC.neutral).232             0.22509  0.008587   0.206759  0.219868  0.225888  0.231045   0.239962  0.000313
t_subj(HC.neutral).233            0.154562  0.008138    0.13712  0.149678  0.155019  0.159615     0.1686  0.000288
t_subj(HC.neutral).234            0.194531  0.005559   0.182545  0.190966  0.195127  0.198502   0.203837  0.000176
t_subj(HC.neutral).235            0.118221  0.008858   0.099436   0.11279  0.118839  0.124287   0.133902  0.000262
t_subj(HC.neutral).237            0.138439  0.006426   0.123935  0.134638  0.138874  0.142872   0.149731  0.000174
t_subj(HC.neutral).238            0.145137  0.005584   0.132808  0.141687  0.145619  0.149136   0.154582  0.000186
t_subj(HC.neutral).239            0.265027  0.005927   0.254035  0.261188  0.264805  0.268629   0.276908  0.000174
t_subj(HC.neutral).240            0.242652  0.007002   0.227591  0.238148  0.243351  0.247639   0.254707  0.000251
t_subj(HC.neutral).241             0.09391  0.011881   0.069803  0.086101  0.094308  0.102239    0.11551  0.000297
t_subj(HC.neutral).242            0.243229  0.016976    0.21184  0.230871  0.245696  0.252804      0.276  0.001017
t_subj(HC.neutral).243            0.223007  0.005659   0.210483  0.219407  0.223424   0.22695   0.233432  0.000191
t_subj(HC.neutral).244            0.142382  0.011175   0.124117  0.135175  0.141181  0.147417   0.168329  0.000392
t_subj(HC.neutral).246              0.1442   0.01399   0.117874  0.133542  0.143848  0.155375   0.168713  0.000442
t_subj(HC.neutral).247            0.170154  0.009554   0.148999  0.164772  0.171226  0.176322   0.186474  0.000274
t_subj(HC.neutral).248            0.186837  0.006274   0.174327  0.183202  0.187032  0.190363   0.199746  0.000184
t_subj(HC.neutral).249            0.171425  0.006449   0.158055  0.167238  0.171972  0.175918    0.18261  0.000207
t_subj(HC.neutral).250            0.073813  0.012862   0.048276  0.065142  0.074389  0.082881   0.097592  0.000404
t_subj(HC.neutral).252            0.093252  0.010188   0.071941    0.0864  0.093462  0.100825   0.110961  0.000336
t_subj(HC.neutral).253            0.216241  0.004622   0.206612  0.213356  0.216333  0.219247   0.225298   0.00014
t_subj(HC.neutral).254            0.104624  0.012077   0.079124  0.097213  0.105589  0.112782   0.126134  0.000422
t_subj(HC.neutral).255            0.113622  0.007413   0.097976  0.108822  0.113958  0.118671   0.127116  0.000238
t_subj(HC.neutral).256            0.230955  0.013445    0.20295  0.222319  0.231997  0.240529   0.253819   0.00045
t_subj(HC.neutral).257            0.140823  0.006341    0.12841  0.137025  0.140826  0.144572   0.152804  0.000203
t_subj(HC.neutral).258            0.160449  0.011416   0.135815  0.153436   0.16121  0.168635   0.180973  0.000405
t_subj(HC.neutral).259            0.118256  0.008115   0.100675  0.113136  0.118785  0.123964   0.132483  0.000272
t_subj(HC.neutral).260            0.131212  0.007759   0.115055  0.126322   0.13133  0.135994   0.147763  0.000253
t_subj(HC.neutral).261            0.203727  0.007936   0.188285  0.198729  0.203811  0.208543   0.220642  0.000233
t_subj(HC.neutral).262            0.242758  0.007333   0.223761  0.239309  0.243771  0.247733   0.253773  0.000254
t_subj(HC.neutral).263            0.139753  0.008885   0.120067  0.134533  0.140521  0.145855   0.155048  0.000292
t_subj(HC.neutral).264            0.246911  0.014913    0.22764  0.236197  0.241387  0.258351   0.276441  0.000961
t_subj(HC.neutral).265            0.167683  0.012083   0.137709  0.161727  0.169565  0.175961   0.186046  0.000415
t_subj(HC.neutral).267            0.239727  0.003963   0.231393  0.237368  0.239955  0.242575   0.246387   0.00015
t_subj(HC.neutral).268            0.144865  0.006137   0.131007   0.14136  0.145525  0.148985   0.155494  0.000204
t_subj(HC.neutral).269             0.12185  0.008481   0.104154  0.116464  0.122174  0.127792   0.137445  0.000285
t_subj(HC.neutral).270            0.111655  0.006645   0.097417   0.10729  0.111907  0.116425   0.123549  0.000226
t_subj(HC.neutral).271            0.124152  0.006305   0.109683  0.120427   0.12477  0.128587   0.134567  0.000181
t_subj(HC.neutral).273            0.217825  0.008958   0.198019  0.212342  0.218645  0.224127   0.233457  0.000316
t_subj(HC.neutral).275             0.13447  0.011247   0.117041  0.127619  0.132773  0.138632   0.164619  0.000471
t_subj(HC.neutral).276            0.123531  0.006519     0.1093  0.119432  0.124161   0.12837   0.134616  0.000195
t_subj(HC.neutral).277            0.079126  0.011936   0.055482  0.071323  0.079178   0.08787   0.100768  0.000348
t_subj(HC.neutral).278            0.092089  0.010761   0.068472  0.085553  0.092764  0.100189   0.110761  0.000405
t_subj(HC.neutral).279            0.123765  0.004663   0.114169  0.120796  0.124133  0.127151    0.13171  0.000139
t_subj(HC.neutral).282             0.20246  0.006512   0.188356  0.198244  0.202992   0.20724   0.213455   0.00021
t_subj(HC.neutral).283            0.253685  0.003536   0.246137  0.251568  0.253953  0.256139   0.259931  0.000127
t_subj(HC.neutral).284             0.21849  0.005067   0.208094  0.215631  0.218593  0.221415   0.229611  0.000158
t_subj(HC.neutral).285            0.112237  0.007398   0.095941  0.107819  0.112877  0.117245   0.125197   0.00023
t_subj(HC.neutral).288            0.225096  0.007377   0.208351  0.220755  0.225633   0.23008   0.238351  0.000239
t_subj(HC.neutral).289             0.12637  0.005644   0.113659  0.122771  0.126967  0.130412   0.135845   0.00021
t_subj(HC.neutral).290            0.290394   0.00645   0.278997  0.286242  0.289597  0.293599   0.304272  0.000249
t_subj(HC.neutral).291            0.284506  0.032612   0.233179  0.259804  0.278074  0.312497   0.341058  0.001529
t_subj(HC.neutral).292            0.223399   0.00975   0.202121  0.217168  0.224166  0.230518   0.240175  0.000348
t_subj(HC.neutral).296            0.173203  0.010035   0.154173  0.166589  0.173139   0.17886   0.195351  0.000399
t_subj(HC.neutral).297            0.222204  0.013954   0.190866  0.212596  0.224771  0.232696   0.243931  0.000419
t_subj(HC.neutral).298            0.152387  0.016599   0.121405  0.140411  0.151557  0.165209   0.182114   0.00053
t_subj(HC.neutral).299            0.105568  0.010635   0.083437  0.098531  0.106218  0.113066   0.124218   0.00033
t_subj(HC.neutral).300            0.134539  0.009457   0.114512  0.128759  0.135188  0.141239   0.150772  0.000287
t_subj(HC.neutral).301            0.138691  0.012056    0.11131  0.131787  0.140617   0.14735     0.1575  0.000394
t_subj(HC.neutral).302            0.100511  0.010846   0.077094  0.093648  0.101305   0.10829    0.11967  0.000319
t_subj(HC.neutral).303            0.128315  0.006797   0.113842  0.124204  0.128806  0.133049   0.139916  0.000233
t_subj(HC.neutral).304            0.184432   0.02006   0.148108  0.170285  0.183096  0.198823   0.224694  0.000633
t_subj(HC.neutral).305             0.12716  0.012943   0.099681  0.119197  0.127994  0.136191   0.149403  0.000374
t_subj(HC.neutral).306            0.398807  0.013514   0.366629  0.391822  0.400509  0.407726   0.420899  0.000389
t_subj(HC.neutral).307             0.19168  0.008933   0.169498  0.187021  0.192523  0.197801   0.206114  0.000265
t_subj(HC.neutral).308             0.11769  0.012718   0.091282  0.109537  0.118703  0.126481    0.14116  0.000361
t_subj(HC.neutral).309            0.267932  0.009479   0.247016  0.262132  0.268615  0.274534    0.28432  0.000314
t_subj(HC.neutral).310            0.221107  0.024609   0.144216  0.214647  0.228604  0.236391   0.247379  0.001222
t_subj(HC.neutral).311            0.122835  0.006797   0.108184  0.118577  0.123054  0.127663   0.135194  0.000224
t_subj(RI.food).66                0.101654  0.009142   0.082064  0.095953  0.102426  0.107911   0.118022  0.000279
t_subj(RI.food).68                0.124992  0.005551   0.113491  0.121397  0.125388  0.128893   0.134804  0.000186
t_subj(RI.food).71                0.243633  0.015083   0.215864  0.234145  0.242016  0.251834   0.277498  0.000575
t_subj(RI.food).84                0.123767  0.011158   0.100972   0.11647  0.124464  0.131635   0.144128  0.000302
t_subj(RI.food).87                0.091476  0.012423   0.065262  0.083207  0.092362  0.100317   0.113855  0.000401
t_subj(RI.food).92                0.223877   0.00436   0.214324  0.221186  0.224262  0.226894   0.231561  0.000151
t_subj(RI.food).96                0.176154  0.005637    0.16343   0.17323   0.17677   0.17987   0.185193  0.000187
t_subj(RI.food).102               0.188526  0.008843   0.170097  0.182116  0.189793  0.195459    0.20239  0.000342
t_subj(RI.food).117               0.137195  0.010715   0.117158  0.129801  0.136224  0.144462   0.158529  0.000361
t_subj(RI.food).119               0.121519  0.010168   0.102282  0.115116  0.121214  0.127737   0.143287  0.000318
t_subj(RI.food).127               0.125949  0.006453   0.112427  0.121647  0.126503  0.130529   0.137389  0.000201
t_subj(RI.food).153               0.138483  0.004913   0.128782  0.135469  0.138564  0.141581   0.148571  0.000136
t_subj(RI.food).157               0.166237  0.016796    0.13139  0.155678  0.167174  0.177945   0.196247   0.00048
t_subj(RI.food).162               0.217741   0.01961   0.175507  0.203707  0.222108  0.232937   0.246543  0.000783
t_subj(RI.food).164               0.176805  0.011055   0.152636  0.169522  0.177992  0.184653   0.195761  0.000336
t_subj(RI.food).166               0.207784  0.014793   0.172902  0.199956  0.209406  0.217795   0.232298  0.000491
t_subj(RI.food).176               0.136531  0.005676   0.124063  0.132958  0.136937  0.140558    0.14677  0.000189
t_subj(RI.food).179               0.234636  0.011428   0.209705  0.227381  0.235602  0.242988   0.253907  0.000362
t_subj(RI.food).193               0.238912  0.013045   0.215222  0.230309  0.237836   0.24757    0.26416   0.00041
t_subj(RI.food).209               0.246104  0.009348   0.226383  0.240317  0.246923  0.252636   0.262841  0.000317
t_subj(RI.food).211               0.154756  0.015694   0.116896  0.145965   0.15735  0.165679   0.179878  0.000567
t_subj(RI.food).224               0.147043  0.013609   0.117121  0.139119  0.148639   0.15658   0.170043  0.000469
t_subj(RI.food).229               0.099965  0.010153   0.078242    0.0932  0.100654  0.107206   0.118768  0.000399
t_subj(RI.food).245               0.146123  0.009587   0.124491  0.140114  0.147235  0.152897   0.161999   0.00028
t_subj(RI.food).280               0.165135  0.012775   0.136685  0.157415  0.166084  0.173874   0.186824  0.000434
t_subj(RI.food).287               0.115196  0.009541   0.095303   0.10926  0.115636  0.121922   0.132012  0.000334
t_subj(RI.neutral).66             0.085914  0.011478   0.062641  0.078103  0.086674  0.094202   0.106236  0.000355
t_subj(RI.neutral).68             0.177789  0.005776   0.166825  0.174399   0.17786  0.181024   0.190403  0.000201
t_subj(RI.neutral).71             0.219299   0.01031   0.198675  0.212818  0.219374  0.226388   0.237733   0.00033
t_subj(RI.neutral).87             0.120412  0.008011   0.103411  0.115474  0.120998  0.126171    0.13446  0.000255
t_subj(RI.neutral).92             0.126017  0.005604    0.11324  0.122729  0.126418  0.130093    0.13531  0.000178
t_subj(RI.neutral).96             0.137024  0.004328   0.127638  0.134251  0.137391  0.140112   0.144415  0.000139
t_subj(RI.neutral).102            0.219461  0.005841    0.20716  0.215687  0.219903  0.223428   0.230168  0.000213
t_subj(RI.neutral).117            0.200214  0.011422   0.175664  0.193038  0.201054  0.208227   0.220444  0.000312
t_subj(RI.neutral).127            0.125086  0.006334   0.112102  0.121082  0.125466  0.129503   0.136578  0.000206
t_subj(RI.neutral).153            0.149134  0.009428   0.126584  0.145127  0.151374  0.155712   0.161982  0.000382
t_subj(RI.neutral).166            0.209528  0.008622   0.189002  0.204713  0.210356  0.215566    0.22447  0.000295
t_subj(RI.neutral).176            0.187004  0.007959   0.171568  0.182138  0.186962  0.191829   0.202685  0.000302
t_subj(RI.neutral).179            0.167165  0.008938   0.148236  0.161773  0.167926  0.173394   0.182599  0.000321
t_subj(RI.neutral).193            0.236733  0.005732   0.226337  0.233303  0.236377  0.239627   0.250805  0.000214
t_subj(RI.neutral).209            0.172688  0.037822   0.132624  0.147416  0.155269  0.196185   0.247804  0.003178
t_subj(RI.neutral).211            0.118619  0.020184   0.088936  0.105728  0.114235  0.125785   0.169151  0.000788
t_subj(RI.neutral).224            0.195344  0.015854   0.166533  0.184006  0.193365  0.208206   0.225106  0.000606
t_subj(RI.neutral).229            0.106377   0.00955   0.086143  0.100507  0.107111  0.112992   0.122972  0.000305
t_subj(RI.neutral).245            0.220923  0.008001   0.203296  0.215832  0.221799  0.226682   0.234073  0.000264
t_subj(RI.neutral).280            0.172027  0.013234   0.146628  0.163445  0.172214  0.179645   0.200429  0.000451
t_subj(RI.neutral).287            0.177446  0.011393   0.150592  0.171225  0.179677  0.185394   0.195226  0.000419
z_subj.1                          0.495866  0.007072   0.481391  0.491531  0.496164  0.500335   0.509478  0.000166
z_subj.2                          0.494935  0.007309    0.47994  0.490375   0.49516  0.499584   0.509464  0.000174
